,name,address,sido,gugun
569,서교점,"서울특별시 마포구 잔다리로 74, 1층",서울특별시,마포구
570,서곡지구점,전라북도 전주시 완산구  서곡1길 1-4 1층,전라북도,전주시
571,서강점,"서울특별시 마포구  독막로22길 28,1층",서울특별시,마포구
572,새솔동점,"경기도 화성시  수노을1로 191,  상가 4동 1층 102호 (새솔동, 송산그린시티 이지더원 레이크뷰)",경기도,화성시
573,상현2동점,경기도 용인시 수지구 상현2동 54-5 가동 102호,경기도,용인시
574,상주냉림무양점,경상북도 상주시  냉림2길 31-3,경상북도,상주시
575,상일점,서울특별시 강동구 상일동 237번지,서울특별시,강동구
576,상암점,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호,서울특별시,마포구
577,상무2호점,광주광역시 서구  화정로85번길 30-1,광주광역시,서구
578,상동하당점,전라남도 목포시  상리로15번길 15,전라남도,목포시
579,상동점,"경기도 부천시  소향로 37번길 19, 1층 122, 123호",경기도,부천시
580,상도4동점,서울특별시 동작구  성대로 63,서울특별시,동작구
581,상도1호점,서울특별시 동작구 상도동 436,서울특별시,동작구
582,상대원점,경기도 성남시 중원구  희망로 324,경기도,성남시
583,상계보람점,서울특별시 노원구  노원로34길 66 1층(상계동),서울특별시,노원구
584,"상계6,7동점",서울특별시 노원구 상계동 728-3 주공6단지 상가 101호,서울특별시,노원구
585,상.중동점,대구광역시 수성구  상화로66,대구광역시,수성구
586,삼천포점,경상남도 사천시 벌리동 420-8번지,경상남도,사천시
587,삼척점,강원도 삼척시 대학로 40,강원도,삼척시
588,삼전점,"서울특별시 송파구  백제고분로21길 20, 1층 102호",서울특별시,송파구
589,삼송1호점,경기도 고양시 덕양구 동산동 355-1번지,경기도,고양시
590,삼성2동점,"서울특별시 강남구  삼성로103길 12, 123",서울특별시,강남구
591,삼산2동점,인천광역시 부평구 삼산동 453-1번지,인천광역시,부평구
592,삼산1동점,인천광역시 부평구 평천로 389,인천광역시,부평구
593,산북소룡점,전라북도 군산시  원산북2길 37,전라북도,군산시
594,산본1동점,"경기도 군포시 군포로745번길 45, 1층",경기도,군포시
595,산남성화점,충청북도 청주시 서원구  두꺼비로 27번길 5-11,충청북도,청주시
596,산곡4동점,"인천광역시 부평구  원길로11번길 33, 1층",인천광역시,부평구
597,산곡2동점,인천광역시 부평구  화랑북로 11번길 38,인천광역시,부평구
598,사창사직2점,충청북도 청주시 서원구  사직대로 144번길 35-2,충청북도,청주시
599,사동계양점,경상북도 경산시  백양로34길 16,경상북도,경산시
600,사당1동점,서울특별시 동작구 사당동 1038-12,서울특별시,동작구
601,사2동점,"경기도 안산시 상록구  감골로 33, 101호",경기도,안산시
602,비전2동점,경기도 평택시 비전2동 272-7,경기도,평택시
603,비래가양점,대전광역시 동구 흥룡로 79(가양동),대전광역시,동구
604,불현점,"경기도 동두천시  평화로 2328, 가운데칸",경기도,동두천시
605,불로동점,인천광역시 서구 불로동 308번지,인천광역시,서구
606,불광1동점,서울특별시 은평구  불광로 114,서울특별시,은평구
607,분당동점,경기도 성남시 분당구 분당동 96번지,경기도,성남시
608,북아현점,"서울특별시 서대문구  북아현로1길 50 ,상가동 106호",서울특별시,서대문구
609,북변사우점,경기도 김포시 사우동 1066번지,경기도,김포시
610,북가좌1호점,서울특별시 서대문구  증가로 223,서울특별시,서대문구
611,부흥달안점,"경기도 안양시 동안구  동안로 194, 1층 117호",경기도,안양시
612,부평역점,인천광역시 부평구  부평문화로 107-03,인천광역시,부평구
613,부평4동점,"인천광역시 부평구  주부토로 109, 1층(일부호)",인천광역시,부평구
614,부천원종2동점,경기도 부천시 오정구 원종동 224-8번지,경기도,부천시
615,부천원미점,경기도 부천시 원미로 137,경기도,부천시
616,부천남부역점,"경기도  부천시  성주로 245, 102호(심곡본동, LG아트빌)",경기도,부천시
617,부여점,충청남도 부여군 부여읍 중앙로5번길 24-10,충청남도,부여군
618,부안읍점,전라북도 부안군 부안읍 학동길 21-1,전라북도,부안군
619,부산화명점,부산광역시 북구 화명3동 2287-1 리버사이드빌딩 107-1호,부산광역시,북구
620,부산학장점,부산광역시 사상구  대동로 147-3,부산광역시,사상구
621,부산하단점,부산광역시 사하구 하단2동 870-268번지,부산광역시,사하구
622,부산토곡점,부산광역시 연제구  과정로 132번길 50,부산광역시,연제구
623,부산초읍점,부산광역시 부산진구  성지로 104번길 46,부산광역시,부산진구
624,부산초량점,부산광역시 동구  초량로 59,부산광역시,동구
625,부산청학점,부산광역시 영도구 청학동 신도브래뉴 상가 112호,부산광역시,영도구
626,부산주례점,부산광역시 사상구  양지로 8번길 45-15,부산광역시,사상구
627,부산주례2호점,부산광역시 사상구 주례동 80-29번지 1층,부산광역시,사상구
628,부산좌동점,부산광역시 해운대구  좌동순환로 275,부산광역시,해운대구
629,부산전포점,부산광역시 부산진구  서전로 58번길 51,부산광역시,부산진구
630,부산재송점,부산광역시 해운대구  해운대로143번길 51,부산광역시,해운대구
631,부산장전점,부산광역시 금정구  장전온천천로 73번길 6,부산광역시,금정구
632,부산장림점,부산광역시 사하구  다대로320번길 25,부산광역시,사하구
633,부산우동점,부산광역시 해운대구  우동1로 45,부산광역시,해운대구
634,부산우2동점,"부산광역시 해운대구  해운대로 361, 103호",부산광역시,해운대구
635,부산온천점,부산광역시 동래구  중앙대로 1335번길 21,부산광역시,동래구
636,부산엄궁점,부산광역시 사상구  엄궁북로 4번길 7,부산광역시,사상구
637,부산양정점,부산광역시 부산진구  양정로 6,부산광역시,부산진구
638,부산안락점,부산광역시 동래구  충렬대로 457번길 21,부산광역시,동래구
639,부산수정점,부산광역시 동구  홍곡로 74,부산광역시,동구
640,부산수영점,"부산광역시 수영구  수영로741번길 46,  218동 104호(수영동, 수영협성르네상스타운)",부산광역시,수영구
641,부산수민점,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호,부산광역시,동래구
642,부산송도점,부산광역시 서구  암남공원로 27,부산광역시,서구
643,부산서동점,부산광역시 금정구  서곡로 34,부산광역시,금정구
644,부산사직점,부산광역시 동래구 사직1동 47-23번지,부산광역시,동래구
645,부산부암점,부산광역시 부산진구  백양순환로 137-1,부산광역시,부산진구
646,부산부곡점,부산광역시 금정구  중앙대로1706번길 15,부산광역시,금정구
647,부산부곡2호점,부산광역시 금정구  서동로36 (부곡동),부산광역시,금정구
648,부산범천점,부산광역시 부산진구 범일로192번길54,부산광역시,부산진구
649,부산범일점,"부산광역시 동구  중앙대로 514, 1동 1층 103호",부산광역시,동구
650,부산반여점,부산광역시 해운대구  선수촌로 162-1,부산광역시,해운대구
651,부산반여2호점,부산광역시 해운대구  재반로 242번길 29-70,부산광역시,해운대구
652,부산반송점,"부산광역시 해운대구  윗반송로 51번길 46-1, 1층",부산광역시,해운대구
653,부산문현점,부산광역시 남구 문현1동 13-63번지,부산광역시,남구
654,부산명지점,부산광역시 강서구  명지오션시티2로71,부산광역시,강서구
655,부산망미점,부산광역시 수영구 과정로41번길 45 (부산광역시 수영구 망미동 445-2),부산광역시,수영구
656,부산만덕점,"부산광역시 북구  만덕2로44번길72, 106동 106호",부산광역시,북구
657,부산동삼점,부산광역시 영도구  동삼로 79,부산광역시,영도구
658,부산덕포점,부산광역시 사상구  삼덕로 72-1,부산광역시,사상구
659,부산덕천점,부산광역시 북구 덕천1동 408-18번지,부산광역시,북구
660,부산대연점,부산광역시 남구  못골로41번길 13,부산광역시,남구
661,부산대신점,부산광역시 서구 서대신동3가 279-14번지 2통 4반,부산광역시,서구
662,부산당리점,부산광역시 사하구  다대로 4,부산광역시,사하구
663,부산당감점,부산광역시 부산진구  당감서로 118-1,부산광역시,부산진구
664,부산다대점,부산광역시 사하구 다대1동 933-12번지,부산광역시,사하구
665,부산남항점,부산광역시  영도구   절영로93번길 25-1,부산광역시,영도구
666,부산남천점,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호",부산광역시,수영구
667,부산남산점,부산광역시 금정구  남산로37번길 60,부산광역시,금정구
668,부산낙민점,부산광역시 동래구  안남로 69,부산광역시,동래구
669,부산기장점,부산광역시 기장군 기장읍 차성동로 161,부산광역시,기장군
670,부산금곡점,부산광역시 북구  효열로 207(금곡동),부산광역시,북구
671,부산구포점,부산광역시 북구  시랑로7번길 4,부산광역시,북구
672,부산구서점,부산광역시 금정구 구서2동 184-23번지,부산광역시,금정구
673,부산괴정점,부산광역시 사하구 괴정동 929번지,부산광역시,사하구
674,부산괴정2호점,부산광역시 사하구  사리로 42,부산광역시,사하구
675,부산거제점,"부산광역시 연제구 중앙대로 1167, 105호",부산광역시,연제구
676,부산개금점,부산광역시 부산진구 개금3동 470-8번지,부산광역시,부산진구
677,부산감천점,부산광역시 사하구  감천로 69,부산광역시,사하구
678,부산감만점,부산광역시 남구  우암로 79번길 1,부산광역시,남구
679,부산가야점,부산광역시 부산진구  가야대로 552번길 135,부산광역시,부산진구
680,부개2동점,인천광역시 부평구 부개동 124-51번지,인천광역시,부평구
681,봉일천점,경기도 파주시 조리읍 봉일천리 142-3번지,경기도,파주시
682,봉동점,"전라북도 완주군 봉동읍 완주산단8로 24, 1층 103호",전라북도,완주군
683,봉담1호점,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 119-1호",경기도,화성시
684,봄그리고가을리조트점,제주도 서귀포시 성산읍  해맞이해안로2660,제주도,서귀포시
685,본오2동점,경기도 안산시 상록구  본이로 8,경기도,안산시
686,본동월성2동점,"대구광역시 달서구 와룡로5길11,1층(본동)",대구광역시,달서구
687,복대개신점,"충청북도 청주시 흥덕구  풍산로147번길 1, 1층 103호",충청북도,청주시
688,보성읍점,전라남도 보성군 보성읍 중앙로96-1,전라남도,보성군
689,보령동대점,충청남도 보령시 동대동 476-4번지,충청남도,보령시
690,병점2동점,경기도 화성시 병점2로 65  (병점동),경기도,화성시
691,별내2호점,"경기도 남양주시  순화궁로 382-1, 별사랑마을2-2단지상가 104호",경기도,남양주시
692,별내1호점,경기도 남양주시  별내3로92,경기도,남양주시
693,"범어1,2,3동점",대구광역시 수성구  동대구로73길 24,대구광역시,수성구
694,번동점,"서울특별시 강북구 번동 덕릉로126, 우일빌딩 1층",서울특별시,강북구
695,백석1동점,"경기도  고양시 일산동구  강석로33, 104호",경기도,고양시
696,배방점,충청남도 아산시 배방읍 모산로 136,충청남도,아산시
697,배곧캠퍼스점,경기도 시흥시  배곧1로 27-15,경기도,시흥시
698,배곧신도시점,경기도 시흥시  배곧4로30 배곧타운116호,경기도,시흥시
699,방화역점,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호,서울특별시,강서구
700,방학1동점,"서울특별시 도봉구  방학로 2길 77, 1층",서울특별시,도봉구
701,방이점,서울특별시 송파구  가락로 267,서울특별시,송파구
702,방배4동점,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)",서울특별시,서초구
703,방배2동점,"서울특별시 서초구  방배천로 16길 11-18 , 1층",서울특별시,서초구
704,방림양림점,광주광역시 남구 방림동 473-1 송림주택1동 101호,광주광역시,남구
705,반포1동점,서울특별시 서초구 반포1동 746-8 103호,서울특별시,서초구
706,민락광안1동점,부산광역시 수영구 민락동 167-1번지,부산광역시,수영구
707,민락2지구점,경기도 의정부시  용민로 249 골든타워 101호,경기도,의정부시
708,미아1호점,서울특별시 강북구  삼양로 198,서울특별시,강북구
709,미성점,서울특별시 관악구  난우길43,서울특별시,관악구
710,미사수변점,"경기도 하남시  미사강변중앙로 111번길 26, 1층",경기도,하남시
711,미사1호점,경기도 하남시  미사강변북로30번길 37,경기도,하남시
712,문화신풍점,전라북도 군산시 대학로 120-1,전라북도,군산시
713,문정점,서울특별시 송파구  동남로6길 41-10,서울특별시,송파구
714,문산점,경기도 파주시 문산읍 독산로 31-1,경기도,파주시
715,문막점,강원도 원주시 문막읍 왕건로 37,강원도,원주시
716,문래점,서울특별시 영등포구 선유로3길 10,서울특별시,영등포구
717,문경새재점,경상북도 문경시 문경읍 주흘1길 25,경상북도,문경시
718,무주구천동점,전라북도 무주군 설천면 구천동로 1050,전라북도,무주군
719,무전북신점,경상남도 통영시  여황로 399-4,경상남도,통영시
720,무안읍점,"전라남도 무안군 무안읍 불무로20,1층",전라남도,무안군
721,무안남악점,전라남도 무안군 삼향읍 남악영산길39 102호,전라남도,무안군
722,무실점,"강원도 원주시  만대공원길 50, 111호",강원도,원주시
723,목포이로점,"전라남도 목포시  삼학로 331, 금호상가102호",전라남도,목포시
724,목포용해점,전라남도 목포시  포미로10번길 8,전라남도,목포시
725,목포연산북항점,전라남도 목포시 산정동 1766-9,전라남도,목포시
726,목포삼학점,전라남도 목포시  둥근섬로 48-1,전라남도,목포시
727,목천읍점,충청남도 천안시 동남구 목천읍 신계리 422번지 동우상가 120호,충청남도,천안시
728,목감점,"경기도 시흥시  목감우회로 39, 118호",경기도,시흥시
729,목4동점,"서울특별시 양천구 목동중앙남로12,1층 (목동)",서울특별시,양천구
730,모슬포점,제주도 서귀포시 대정읍 하모중앙로32번길 17,제주도,서귀포시
731,명지국제신도시점,부산광역시 강서구 명지동 3412-2 정우빌딩 2차 1층 114호,부산광역시,강서구
732,명일점,서울특별시 강동구 명일동 342-1번지 105호,서울특별시,강동구
733,면목점,서울특별시 중랑구 면목동 657-54,서울특별시,중랑구
734,면목본동점,서울특별시 중랑구 면목본동 412-1,서울특별시,중랑구
735,매탄3동점,경기도 수원시 영통구  인계로270번길 11-3,경기도,수원시
736,매탄1동점,경기도 수원시 영통구  매여울로 49,경기도,수원시
737,매곡오치점,광주광역시  북구   매곡로 76,광주광역시,북구
738,망포점,"경기도 수원시 영통구  영통로 127, 102호",경기도,수원시
739,망원1동점,"서울특별시 마포구 희우정로 77 상가동 102호  (망원동, 마포한강아이파크)",서울특별시,마포구
740,망우본동점,"서울특별시 중랑구  용마산로 118길 63, 1층",서울특별시,중랑구
741,만수2호점,인천광역시 남동구  만수서로21번길 4,인천광역시,남동구
742,만수1호점,"인천광역시 남동구  장승로 14, 창대아트빌",인천광역시,남동구
743,마석점,경기도 남양주시 화도읍 마석우리 357-7,경기도,남양주시
744,마산회원점,경상남도 창원시마산회원구  북성로 156,경상남도,창원시마산회원구
745,마산점,경기도 김포시  김포한강 8로 162번길 10 (마산동),경기도,김포시
746,마산월영점,경상남도 창원시 마산합포 월영동 610-1,경상남도,창원시
747,마산양덕점,경상남도 창원시 마산회원구  양덕로 140,경상남도,창원시
748,마산삼계점,경상남도  창원시 마산회원 내서읍 삼계로 56,경상남도,창원시
749,마산산호점,경상남도 창원시    마산합포구 산호동 25-1 1층 104호,경상남도,창원시
750,마산내서점,경상남도 창원시 마산회원 내서읍 중리 337-1번지,경상남도,창원시
751,마산구암점,경상남도 창원시 마산회원  구암북1길 124,경상남도,창원시
752,마두점,"경기도 고양시 일산동구 마두동 792-1, 117-118호",경기도,고양시
753,마곡나루역점,서울특별시 강서구 마곡동 758-2 마곡일성트루엘 상가 1층 112호,서울특별시,강서구
754,마곡1호점,"서울특별시 강서구  공항대로 140, 1205동 102-2호(마곡동, 마곡",서울특별시,강서구
755,등촌2동점,서울특별시 강서구  등촌로53길 13,서울특별시,강서구
756,둔촌2동점,서울특별시 강동구  천호대로 198길 12 (둔촌동),서울특별시,강동구
757,둔산갤러리아점,"대전광역시 서구 둔산동 1088번지 1층 104, 105호",대전광역시,서구
758,둔내점,강원도 횡성군 둔내면 고원로 433,강원도,횡성군
759,동해천곡점,강원도 동해시 천곡동 1052-22 102호,강원도,동해시
760,동해북삼점,강원도 동해시 동회동  66-4 동보상가 나동 4호,강원도,동해시
761,동판교점,경기도 성남시 분당구 삼평동 738번지  봇들마을 상가 에이동 105호,경기도,성남시
762,동탄영천점,경기도 화성시  지산2길 26,경기도,화성시
763,동탄역점,"경기도  화성시  동탄광역환승로 63,  동탄역 반도유보라 아이비파크 106동 115호",경기도,화성시
764,동탄목동점,"경기도 화성시  왕배산1길15,1층 전부호(목동)",경기도,화성시
765,동탄8동점,"경기도  화성시  동탄대로 4길 17,  지1층 112호(장지동, 금호어울림레이크)",경기도,화성시
766,동탄3동점,"경기도 화성시  동탄원천로 289-10, 가상가동 101호 (능동, 동탄능동마을주공아파트)",경기도,화성시
767,동탄1동점,경기도 화성시 반송동 24-3,경기도,화성시
768,동춘점,"인천광역시 연수구  봉재산로 36번안길 22,1층",인천광역시,연수구
769,동천용강점,"경상북도 경주시  동천로 39,1층 (동천동)",경상북도,경주시
770,동암점,인천광역시 부평구 십정동 487-2번지,인천광역시,부평구
771,동송점,"강원도 철원군 동송읍 금학로 205, 1층",강원도,철원군
772,동서오동점,경상남도 창원시 마산합포  3.15대로 388,경상남도,창원시
773,동산반월점,전라북도 전주시 덕진구  쪽구름로 19 상가 1동 101호,전라북도,전주시
774,동삭센트럴점,"경기도 평택시  상서재로5길 15, 1층 118호 (동삭동, 상가)",경기도,평택시
775,동백점,"경기도 용인시 기흥구  동백3로 11번길 33, 106호",경기도,용인시
776,동대문역점,"서울특별시 종로구  종로 326, 1층(창신동)",서울특별시,종로구
777,동광오거리점,"강원도 춘천시 후평동 삭주로 206-1, 1층(후평동)",강원도,춘천시
778,독산3동점,서울특별시 금천구  문성로 4,서울특별시,금천구
779,독산1동점,"서울특별시 금천구  벚꽃로 40, 114동 128호",서울특별시,금천구
780,독립문점,서울특별시 서대문구  독립문로 16,서울특별시,서대문구
781,도화점,서울특별시 마포구  도화4길 23,서울특별시,마포구
782,"도화2,3동점",인천광역시 미추홀구  송림로251 창조프라자105호,인천광역시,미추홀구
783,도안2호점,"대전광역시 서구  원도안로 100, 101호",대전광역시,서구
784,도안1호점,대전광역시 유성구  유성대로 654번길 152-1,대전광역시,유성구
785,도림점,서울특별시 영등포구 도림동 144-73번지,서울특별시,영등포구
786,도농점,경기도 남양주시  도농로중촌2길 26-21,경기도,남양주시
787,도곡2동점,"서울특별시 강남구 논현로34길20,1층 101호(도곡동)",서울특별시,강남구
788,덕진금암점,전라북도 전주시덕진구  조경단로 59,전라북도,전주시덕진구
789,덕정점,경기도 양주시  고암길 154-12,경기도,양주시
790,대화점,경기도 고양시 일산서구  강성로214번길 16-10,경기도,고양시
791,대치2동점,서울특별시 강남구 대치2동 990-3,서울특별시,강남구
792,"대치1,4동점","서울특별시 강남구  삼성로 229, 104호",서울특별시,강남구
793,대천해수욕장점,"충청남도 보령시  해수욕장6길 124, 102호",충청남도,보령시
794,대조점,서울특별시 은평구  역말로 145,서울특별시,은평구
795,대전학하지구점,"대전광역시 유성구  학하서로121번길163, 101호",대전광역시,유성구
796,대전태평점,대전광역시 중구 태평동 330-20번지,대전광역시,중구
797,대전탄방점,대전광역시 서구 탄방동 848,대전광역시,서구
798,대전전민점,"대전광역시 유성구 전민로38번길 50, 1층",대전광역시,유성구
799,대전월평1호점,대전광역시 서구 월평동 670,대전광역시,서구
800,대전우송대점,"대전광역시 동구  동대전로131번길14, 1층 (자양동)",대전광역시,동구
801,대전송강테크노점,"대전광영시 유성구 테크노3로 77, 1층 101호",대전광영시,유성구
802,대전법동점,대전광역시 대덕구  계족산로17번길 93,대전광역시,대덕구
803,대전반석점,대전광역시 유성구 반석동 624-2,대전광역시,유성구
804,대전문화점,대전광역시 중구 문화2동 418-1 계룡APT상가 103호,대전광역시,중구
805,대전만년점,대전광역시 서구  만년남로 3번길 8-12,대전광역시,서구
806,대전둔산1호점,대전광역시 서구  문정로 170번길 157,대전광역시,서구
807,대전도마점,대전광역시 서구  도솔4길 37 1층,대전광역시,서구
808,대전노은점,"대전광역시 유성구  은구비서로 17, 1층",대전광역시,유성구
809,대전궁동점,대전광역시 유성구 궁동 432-1번지,대전광역시,유성구
810,대전관저점,대전광역시 서구  관저동로99번길5 (관저동),대전광역시,서구
811,대전갈마2동점,"대전광역시 서구  대덕대로 115, 1층",대전광역시,서구
812,대전가장점,대전광역시 서구 괴정동 116-6,대전광역시,서구
813,대전가오점,대전광역시 동구 가오동 461번지,대전광역시,동구
814,대연2호점,부산광역시 남구  용소로40번길 19(대연동),부산광역시,남구
815,대성죽교점,전라남도 목포시  양을로 1-2,전라남도,목포시
816,대부도점,경기도 안산시 단원구 대부북동 뻐꾹산길 126-11,경기도,안산시
817,대명1호점,대구광역시 남구  대명로 20길 22-2,대구광역시,남구
818,대림1동점,서울특별시 영등포구  디지털로 77길 2-6,서울특별시,영등포구
819,대구황금점,대구광역시 수성구 황금동 228-1번지 외 1필지,대구광역시,수성구
820,대구화원점,대구광역시 달성군 화원읍  천내리 118번지 창신맨션 상가 1동 2호,대구광역시,달성군
821,대구평리1호점,"대구광역시 서구  평리로 377, 1층(평리동)",대구광역시,서구
822,대구태전점,대구광역시 북구 태전동 칠곡중앙대로 53길 10,대구광역시,북구
823,대구침산점,대구광역시 북구  침산남로 19길 6,대구광역시,북구
824,대구진천점,대구광역시 달서구 진천동 728-1,대구광역시,달서구
825,대구지산점,대구광역시 수성구 지산동 1272-2번지 에덴상가 5호,대구광역시,수성구
826,대구이곡점,대구광역시 달서구  선원남로 74 1층,대구광역시,달서구
827,대구읍내점,대구광역시 북구 읍내동 479-2번지 102호,대구광역시,북구
828,대구율하점,대구광역시 동구  율하동로 25길 2 (신기동),대구광역시,동구
829,대구용산점,대구광역시 달서구 용산동 용산로 186-7  1층,대구광역시,달서구
830,대구연경점,대구광역시 동구 동화천로372 104호(지묘동),대구광역시,동구
831,대구신천점,대구광역시 동구 신천3동 183-1번지,대구광역시,동구
832,대구신매점,대구광역시 수성구  고산로4안길 33-14,대구광역시,수성구
833,대구수성점,대구광역시 수성구 수성로271,대구광역시,수성구
834,대구상인1호점,대구광역시 달서구  상인로100-1,대구광역시,달서구
835,대구산격점,"대구광역시 북구  동북로131,상가 106동 101호(양우내안애 아파트)",대구광역시,북구
836,대구봉덕점,대구광역시 남구  중앙대로22길 155,대구광역시,남구
837,대구복현점,대구광역시 북구 복현동 249-8,대구광역시,북구
838,대구범어4만촌3점,대구광역시 수성구  범어로18길 56,대구광역시,수성구
839,대구방촌점,"대구광역시 동구  방촌로 125, 101동111호 굽네치킨 (방촌동)",대구광역시,동구
840,대구반야월점,"대구광역시 동구  반야월로370, 306동 103호",대구광역시,동구
841,대구메트로점,대구광역시 수성구 만촌동 962-15,대구광역시,수성구
842,대구매호점,대구광역시 수성구  매호동 1323-9 번지,대구광역시,수성구
843,대구동천점,대구광역시 북구  팔거천동로 34길 3-17,대구광역시,북구
844,대구대현점,대구광역시 북구  대현로 106,대구광역시,북구
845,대구대봉점,"대구광역시 중구  대봉로 268, 1층",대구광역시,중구
846,대구대곡점,대구광역시 달서구 갈밭로50 103호(대곡동),대구광역시,달서구
847,대구다사점,대구광역시 달성군 다사읍 대실역북로 78,대구광역시,달성군
848,대구노원점,대구광역시 북구  팔달로 153,대구광역시,북구
849,대구구암점,"대구광역시 북구  구암로49길 13 , 1층",대구광역시,북구
850,대구관음점,대구광역시 북구 관음동 600-2번지,대구광역시,북구
851,대광점,경기도 연천군 신서면 도신리 290-20,경기도,연천군
852,대관령점,강원도 평창군 대관령면 눈마을길 49,강원도,평창군
853,당하점,"인천광역시 서구 마전동 1054-6, 103호",인천광역시,서구
854,당진신평점,충청남도 당진시  거산3거리길 70,충청남도,당진시
855,당진송악점,충청남도 당진시 송악읍 가학리 632-8 대림e-편한세상 상가 206호,충청남도,당진시
856,당산2동점,서울특별시 영등포구  국회대로29길 16,서울특별시,영등포구
857,답십리1동점,"서울특별시 동대문구  전농로 57, 1층",서울특별시,동대문구
858,담양점,전라남도 담양군 담양읍 천변1길 11,전라남도,담양군
859,단계점,강원도 원주시  금불1길 24-7,강원도,원주시
860,다산신도시1호점,"경기도 남양주시  다산중앙로20번길 10-18,  102호(다산동)",경기도,남양주시
861,다대2동점,부산광역시 사하구  다대로429번길 20,부산광역시,사하구
862,능곡점,경기도 고양시 덕양구  지도로 35번길 12-22,경기도,고양시
863,농소2호점,울산광역시 북구  천곡길 191,울산광역시,북구
864,논현고잔1호점,"인천광역시 남동구  논고개로136번길 12, 1층",인천광역시,남동구
865,논현1동점,서울특별시 강남구  학동로6길 3,서울특별시,강남구
866,녹번점,"서울특별시 은평구  녹번로 9, 1층",서울특별시,은평구
867,내포신도시1호점,"충청남도 홍성군 홍북면 상하천로 31, 117호",충청남도,홍성군
868,내수점,"충청북도 청주시 청원구 내수읍 청암로 37,104호",충청북도,청주시
869,내손포일점,경기도 의왕시  봇들로 60 102호 굽네치킨 내손포일점 (포일동)	,경기도,의왕시
870,내방농성점,광주광역시 서구  월산로 257,광주광역시,서구
871,내덕우암점,충청북도 청주시 청원구  중앙로 191-2,충청북도,청주시
872,내당중리점,대구광역시 서구  평리로286,대구광역시,서구
873,남지읍점,경상남도 창녕군 남지읍 663-26,경상남도,창녕군
874,남원점,전라북도 남원시  옥정2길 13,전라북도,남원시
875,남원2호점,전라북도 남원시  충정로 320,전라북도,남원시
876,남양주창현점,경기도 남양주시  경춘로창벌1길 19,경기도,남양주시
877,남양주진접점,경기도 남양주시 진접읍 장현로 131,경기도,남양주시
878,남양주월산점,"경기도 남양주시 화도읍 경춘로2290번길 3,상가1동102호",경기도,남양주시
879,남양주와부1호점,경기도 남양주시 와부읍 수레로 58,경기도,남양주시
880,남양주오남점,경기도 남양주시 오남읍 130번지 102호,경기도,남양주시
881,남양주사능점,경기도 남양주시 진건읍 진건오남로 105번길 15,경기도,남양주시
882,남양가음점,"경상남도 창원시 성산구  원이대로 863번길 7, 105호",경상남도,창원시
883,남산대신점,대구광역시 중구 남산동 2267-20(중구 명덕로 91-1),대구광역시,중구
884,남가좌1호점,서울특별시 서대문구  가재울로 4길 57-2,서울특별시,서대문구
885,나주혁신도시점,전라남도 나주시 상야3길 8 중흥S클래스 메가티움 2차 131호 (빛가람동),전라남도,나주시
886,나운2호점,"전라북도 군산시  부곡1길 39, 상가동 1층 108호",전라북도,군산시
887,김해활천점,경상남도 김해시 어방동 319-11,경상남도,김해시
888,김해진영점,경상남도 김해시 진영읍 장등로 30,경상남도,김해시
889,김해주촌점,경상남도 김해시 주촌면 선천남로 123,경상남도,김해시
890,김해장유점,경상남도 김해시 삼문로59번길 6,경상남도,김해시
891,김해율하점,"경상남도 김해시 율하로 383  101(율하동,율현마을주공13단지부상가)",경상남도,김해시
892,김해율하2지구점,경상남도 김해시  율하7로 21,경상남도,김해시
893,김해외동점,경상남도 김해시 외동  1242-2 1층,경상남도,김해시
894,김해삼방점,경상남도 김해시  삼안로 169,경상남도,김해시
895,김해삼계점,경상남도 김해시  삼계로1번길 4-4,경상남도,김해시
896,김해부원점,경상남도 김해시  김해대로2371번길 8-25,경상남도,김해시
897,김해동장유점,경상남도 김해시  월산로111-43,경상남도,김해시
898,김해내동점,"경상남도 김해시  경원로55번길 8, 동신빌딩 112호",경상남도,김해시
899,김해구산대성점,경상남도 김해시 구산동 555번지 106호,경상남도,김해시
900,김포풍무점,경기도 김포시 풍무동 425번지 102호,경기도,김포시
901,김포장기점,경기도 김포시 장기동 1636번지 고창마을 제일풍경채상가동 102호,경기도,김포시
902,김천혁신점,경상북도 김천시  율곡동 416 중흥에스클래스파라디움상가 2동 108호,경상북도,김천시
903,김천1호점,경상북도 김천시  신음새동네2길 31,경상북도,김천시
904,김제점,전라북도 김제시  요촌중길45 (요촌동 585-3),전라북도,김제시
905,길음1동점,"서울특별시 성북구  길음로 74, 2-107",서울특별시,성북구
906,길동점,서울특별시 강동구 길동 142-2,서울특별시,강동구
907,금호1가응봉점,서울특별시 성동구 금호동1가 1801-2 1층,서울특별시,성동구
908,금촌점,경기도 파주시  새꽃로 96번지,경기도,파주시
909,금촌3동점,"경기도 파주시 아동동 경의로 1833, 1층일부",경기도,파주시
910,금왕점,"충청북도 음성군 금왕읍 탑골길 12, 제1동  103호",충청북도,음성군
911,금산읍점,충청남도 금산군 금산읍 비단로 329,충청남도,금산군
